Label	trainingSize	SquaredLoss_Mean	Accuracy_Mean	Accuracy_SD	Accuracy_SE	Precision_Mean	Recall_Mean	F1	Accuracy_Median	PriorClass0_Mean	PriorClass0_SD	PriorClass0_SE	ProbabilityEstimate_0given0_Mean 	ProbabilityEstimate_0given0_SD 	ProbabilityEstimate_0given0_SE 	ProbabilityEstimate_1given1_Mean	ProbabilityEstimate_1given1_SD	ProbabilityEstimate_1given1_SE

original	0.9	0.3144	0.6704	0.0555	0.0039	0.0	0.0	0.0	0.6557	0.671	0.0061	0.0004	0.7302	0.0005	0.0	0.3964	0.0009	0.0
original	0.8	0.3109	0.6731	0.0389	0.0028	0.0	0.0	0.0	0.6707	0.6704	0.0096	0.0007	0.729	0.0009	0.0	0.395	0.0012	0.0
original	0.7	0.3148	0.6697	0.0285	0.002	0.0	0.0	0.0	0.672	0.6715	0.0122	0.0009	0.7281	0.0011	0.0	0.3937	0.0018	0.0
original	0.6	0.3141	0.6714	0.0218	0.0015	0.0	0.0	0.0	0.6714	0.6707	0.0145	0.001	0.729	0.0014	0.0	0.3975	0.0021	0.0
original	0.5	0.3179	0.6684	0.0177	0.0012	0.0	0.0	0.0	0.6677	0.6736	0.0177	0.0012	0.7322	0.0018	0.0	0.3907	0.0028	0.0
original	0.45	0.3156	0.6703	0.0192	0.0014	0.0	0.0	0.0	0.6701	0.6717	0.0235	0.0017	0.7326	0.0022	0.0	0.3962	0.0032	0.0
original	0.4	0.3134	0.6721	0.0156	0.0011	0.0	0.0	0.0	0.672	0.6693	0.0234	0.0017	0.7237	0.0022	0.0	0.3957	0.0034	0.0
original	0.1	0.3114	0.6595	0.0584	0.0041	0.0375	0.0305	0.0336	0.672	0.6645	0.0545	0.0039	0.6983	0.0079	0.0	0.4078	0.01	0.0
original	0.35	0.3145	0.6717	0.0132	0.0009	0.0	0.0	0.0	0.67	0.6697	0.0245	0.0017	0.7286	0.0026	0.0	0.3956	0.0038	0.0
original	0.3	0.315	0.6712	0.0123	0.0009	0.0002	0.0	0.0	0.6705	0.6705	0.0287	0.002	0.7241	0.0029	0.0	0.3801	0.0044	0.0
original	0.25	0.3136	0.6717	0.0106	0.0007	0.0002	0.0	0.0	0.671	0.6688	0.0317	0.0022	0.7201	0.0033	0.0	0.3972	0.005	0.0
original	0.2	0.315	0.6701	0.0097	0.0007	0.004	0.0001	0.0002	0.6704	0.6745	0.0389	0.0027	0.7237	0.0043	0.0	0.3888	0.0067	0.0
original	0.05	0.3142	0.6357	0.0905	0.0064	0.0809	0.0924	0.0863	0.6689	0.6721	0.0822	0.0058	0.635	0.0122	0.0	0.3916	0.0121	0.0



15perc_2repeat	0.1	0.3041	0.6589	0.0582	0.0041	0.0489	0.0328	0.0393	0.6703	0.633	0.0476	0.0034	0.6657	0.0068	0.0	0.3926	0.0098	0.0
30perc_5repeat	0.1	0.2906	0.6547	0.0659	0.0047	0.0511	0.0439	0.0472	0.6685	0.5915	0.0362	0.0026	0.6149	0.0049	0.0	0.4204	0.0064	0.0
90perc_2repeat	0.05	0.4545	0.4248	0.1343	0.0095	0.3135	0.7182	0.4364	0.3349	0.4723	0.0301	0.0021	0.5498	0.0109	0.0	0.5848	0.0118	0.0
90perc_5repeat	0.05	0.5306	0.3653	0.0904	0.0064	0.3264	0.8969	0.4787	0.3311	0.4156	0.0399	0.0028	0.4841	0.0113	0.0	0.6268	0.0124	0.0
80perc_5repeat	0.05	0.4501	0.412	0.1315	0.0093	0.3274	0.7617	0.458	0.3328	0.4568	0.0351	0.0025	0.4888	0.0086	0.0	0.5545	0.0106	0.0
5perc_5repeat	0.1	0.3118	0.6564	0.0625	0.0044	0.0373	0.0363	0.0367	0.6703	0.6626	0.0495	0.0035	0.6959	0.0078	0.0	0.3733	0.0116	0.0
